step,reward,TD_Loss,Final Loss
2854281,0.14511385560035706,0.14511385560035706,0.03314283862709999,0.03314283862709999
2992414,0.13561022281646729,0.13561022281646729,0.03139501437544823,0.03139501437544823
3054083,0.14357227087020874,0.14357227087020874,0.03381840139627457,0.03381840139627457
3146279,0.14580287039279938,0.14580287039279938,0.036268994212150574,0.036268994212150574
3164401,0.13965852558612823,0.13965852558612823,0.03932281956076622,0.03932281956076622
3188588,0.1405632644891739,0.1405632644891739,0.03667537495493889,0.03667537495493889
3206551,0.13945390284061432,0.13945390284061432,0.03664413467049599,0.03664413467049599
3234400,0.1341899037361145,0.1341899037361145,0.0426923893392086,0.0426923893392086
3246463,0.1438000351190567,0.1438000351190567,0.03695167228579521,0.03695167228579521
3256818,0.14175893366336823,0.14175893366336823,0.031114503741264343,0.031114503741264343
3335775,0.1486310511827469,0.1486310511827469,0.03975287824869156,0.03975287824869156
3419518,0.14260521531105042,0.14260521531105042,0.034215301275253296,0.034215301275253296
3524034,0.13969655334949493,0.13969655334949493,0.03643249720335007,0.03643249720335007
3554820,0.14010284841060638,0.14010284841060638,0.04097594693303108,0.04097594693303108
3635962,0.14401943981647491,0.14401943981647491,0.03690336272120476,0.03690336272120476
3666097,0.14069750905036926,0.14069750905036926,0.04367553070187569,0.04367553070187569
3839588,0.14027836918830872,0.14027836918830872,0.043759047985076904,0.043759047985076904
3842519,0.1429925113916397,0.1429925113916397,0.04634108394384384,0.04634108394384384
3890244,0.1424461156129837,0.1424461156129837,0.045590877532958984,0.045590877532958984
3900628,0.1371029019355774,0.1371029019355774,0.04394548013806343,0.04394548013806343
3915894,0.14199623465538025,0.14199623465538025,0.03541981801390648,0.03541981801390648
4070472,0.14120085537433624,0.14120085537433624,0.039959732443094254,0.039959732443094254
4101631,0.13439659774303436,0.13439659774303436,0.03919968381524086,0.03919968381524086
4109580,0.14386631548404694,0.14386631548404694,0.041616618633270264,0.041616618633270264
4129820,0.13693946599960327,0.13693946599960327,0.03617047891020775,0.03617047891020775
4172743,0.13781926035881042,0.13781926035881042,0.04036397859454155,0.04036397859454155
4260878,0.1413339227437973,0.1413339227437973,0.051134638488292694,0.051134638488292694
4270588,0.13956163823604584,0.13956163823604584,0.04026450589299202,0.04026450589299202
4366147,0.137699693441391,0.137699693441391,0.03557423874735832,0.03557423874735832
4411196,0.1424412876367569,0.1424412876367569,0.03529300540685654,0.03529300540685654
4477180,0.1520320624113083,0.1520320624113083,0.03742213547229767,0.03742213547229767
4554477,0.1415729969739914,0.1415729969739914,0.03490506857633591,0.03490506857633591
4571782,0.13876014947891235,0.13876014947891235,0.039207182824611664,0.039207182824611664
4641846,0.140539288520813,0.140539288520813,0.038878995925188065,0.038878995925188065
4662850,0.13735587894916534,0.13735587894916534,0.04142020642757416,0.04142020642757416
4713111,0.13723033666610718,0.13723033666610718,0.038339171558618546,0.038339171558618546
4744727,0.13632439076900482,0.13632439076900482,0.04215081036090851,0.04215081036090851
4745177,0.14215503633022308,0.14215503633022308,0.04984692484140396,0.04984692484140396
4775955,0.13745462894439697,0.13745462894439697,0.043542440980672836,0.043542440980672836
4784964,0.14197684824466705,0.14197684824466705,0.04504145309329033,0.04504145309329033
4814163,0.13452580571174622,0.13452580571174622,0.037795886397361755,0.037795886397361755
4821229,0.13180136680603027,0.13180136680603027,0.03986040875315666,0.03986040875315666
4821674,0.13925400376319885,0.13925400376319885,0.044908154755830765,0.044908154755830765
4840971,0.13976596295833588,0.13976596295833588,0.045462049543857574,0.045462049543857574
4884326,0.14697544276714325,0.14697544276714325,0.04394219070672989,0.04394219070672989
4939050,0.1384742259979248,0.1384742259979248,0.04446921870112419,0.04446921870112419
4959086,0.13208991289138794,0.13208991289138794,0.04501697048544884,0.04501697048544884
4975388,0.1405181884765625,0.1405181884765625,0.04719245433807373,0.04719245433807373
4982575,0.1328548938035965,0.1328548938035965,0.043434951454401016,0.043434951454401016
5020300,0.1332542449235916,0.1332542449235916,0.04339904710650444,0.04339904710650444
5042662,0.12866047024726868,0.12866047024726868,0.04304151609539986,0.04304151609539986
5087509,0.1354084610939026,0.1354084610939026,0.04272689297795296,0.04272689297795296
5248341,0.13408730924129486,0.13408730924129486,0.03799663484096527,0.03799663484096527
5277880,0.13407063484191895,0.13407063484191895,0.038964852690696716,0.038964852690696716
5400707,0.13729344308376312,0.13729344308376312,0.03958621621131897,0.03958621621131897
5557643,0.14122246205806732,0.14122246205806732,0.03782643750309944,0.03782643750309944
5578124,0.13559380173683167,0.13559380173683167,0.0359887070953846,0.0359887070953846
5585712,0.14213521778583527,0.14213521778583527,0.036180753260850906,0.036180753260850906
5611016,0.139013409614563,0.139013409614563,0.03496839106082916,0.03496839106082916
5725826,0.1406507045030594,0.1406507045030594,0.0374445803463459,0.0374445803463459
5900268,0.1401320993900299,0.1401320993900299,0.03406067565083504,0.03406067565083504
6012369,0.13578848540782928,0.13578848540782928,0.03933646157383919,0.03933646157383919
6046948,0.13285672664642334,0.13285672664642334,0.03492184355854988,0.03492184355854988
6062925,0.13835203647613525,0.13835203647613525,0.037770792841911316,0.037770792841911316
6115859,0.1356874704360962,0.1356874704360962,0.035666029900312424,0.035666029900312424
6133992,0.14012333750724792,0.14012333750724792,0.0355873741209507,0.0355873741209507
6192577,0.13751909136772156,0.13751909136772156,0.03516320139169693,0.03516320139169693
6381618,0.1350136548280716,0.1350136548280716,0.03719179704785347,0.03719179704785347
6392626,0.13327841460704803,0.13327841460704803,0.03602005913853645,0.03602005913853645
